Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL2403068,,0,493.01,0,4.38,14,COCCOc1cc(Nc2ncc(Cl)c(-c3cccc(CC#N)c3)n2)ccc1N1CCN(C)CC1,IC50,'=',2880,nM,5.54,,,UO_0000065,11.24,0.22,1.16,6.4,0,CHEMBL2404585,Inhibition of human recombinant PAK1 using MBP as substrate by scintillation counting analysis in presence of [gamma-32P]ATP,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2401639,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2013,None,
CHEMBL3596899,,0,405.89,0,4.24,2,O=C(c1ccccc1Cl)c1c[nH]c2ncc(-c3cnn(C4CCNCC4)c3)cc12,IC50,'=',870,nM,6.06,,,UO_0000065,14.93,0.29,1.82,8.02,0,CHEMBL3598617,Inhibition of PAK1 (unknown origin) expressed in cryopreserved human MCF10A cells assessed as reduction in enzyme phosphorylation at Ser144 residue,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MCF-10A,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3596182,1,Scientific Literature,MedChemComm,2014,CHEMBL3307364,
CHEMBL3596931,,0,387.87,1,5.06,34,CN1Cc2ccc(-c3cnc4[nH]cc(C(=O)c5ccccc5Cl)c4c3)cc2C1,IC50,'=',1100,nM,5.96,,,UO_0000065,15.36,0.29,0.9,12.16,0,CHEMBL3598617,Inhibition of PAK1 (unknown origin) expressed in cryopreserved human MCF10A cells assessed as reduction in enzyme phosphorylation at Ser144 residue,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MCF-10A,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3596182,1,Scientific Literature,MedChemComm,2014,CHEMBL3307364,
CHEMBL3597012,,0,429.91,1,5.02,37,CC(=O)N1CCc2cc(-c3cnc4[nH]cc(C(=O)c5ccccc5Cl)c4c3)ccc2C1,IC50,'=',1300,nM,5.89,,,UO_0000065,13.69,0.26,0.87,8.91,0,CHEMBL3598617,Inhibition of PAK1 (unknown origin) expressed in cryopreserved human MCF10A cells assessed as reduction in enzyme phosphorylation at Ser144 residue,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MCF-10A,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3596182,1,Scientific Literature,MedChemComm,2014,CHEMBL3307364,
CHEMBL3580974,,0,380.84,0,3.96,29,Clc1c(CNc2nccc(Nc3cc(C4CC4)[nH]n3)n2)ccc2[nH]cnc12,IC50,'=',362,nM,6.44,,,UO_0000065,16.91,0.33,2.48,6.01,0,CHEMBL3584418,Inhibition of PAK1 in human EBC1 cells assessed as inhibition of MEK phosphorylation at S298 after 2 hrs by HTRF assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,EBC1,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3580661,1,Scientific Literature,J. Med. Chem.,2015,None,
CHEMBL3596898,,0,391.91,0,4.6,1,Clc1ccccc1Cc1c[nH]c2ncc(-c3cnn(C4CCNCC4)c3)cc12,IC50,'=',83,nM,7.08,,,UO_0000065,18.07,0.35,2.48,12.1,0,CHEMBL3598610,Inhibition of human PAK1 kinase domain incubated for 120 mins using fluorescent 5-FAM-KPDRKKRYTVVGNPY-amide peptide substrate and ATP by caliper off-chip incubation mobility shift assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3596182,1,Scientific Literature,MedChemComm,2014,None,
CHEMBL472940,,0,350.46,1,6.2,IPA-3,Oc1ccc2ccccc2c1SSc1c(O)ccc2ccccc12,IC50,'=',2500,nM,5.6,,,UO_0000065,15.98,0.32,-0.6,13.85,0,CHEMBL3611549,"Non-ATP competitive inhibition of full-length human PAK1 assessed as phosphate incorporation onto MBP preincubated for 5 mins followed by Cdc42, MBP, and mixture of ATP and [32P]-gamma-ATP addition measured after 20 mins by scintillation counting analysis",B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3608218,1,Scientific Literature,ACS Med. Chem. Lett.,2015,None,
CHEMBL3128042,,0,406.49,0,2.5,17,COCCNc1nc2ccc(C#CC3(O)CCCCC3)cc2n1-c1ccnc(N)n1,IC50,'=',5420,nM,5.27,,,UO_0000065,12.95,0.24,2.77,4.74,0,CHEMBL3129192,Inhibition of PAK1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3124809,1,Scientific Literature,J. Med. Chem.,2014,None,
CHEMBL3596915,,0,440.33,0,4.89,18,O=C(c1ccc(Cl)cc1Cl)c1c[nH]c2ncc(-c3cnn(C4CCNCC4)c3)cc12,IC50,'=',7.5,nM,8.12,,,UO_0000065,18.45,0.37,3.23,10.75,0,CHEMBL3598610,Inhibition of human PAK1 kinase domain incubated for 120 mins using fluorescent 5-FAM-KPDRKKRYTVVGNPY-amide peptide substrate and ATP by caliper off-chip incubation mobility shift assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3596182,1,Scientific Literature,MedChemComm,2014,None,
CHEMBL3596923,,0,477.95,0,3.99,26,CC(=O)N1CCC(n2cc(-c3cnc4[nH]cc(C(=O)c5ccc(CO)cc5Cl)c4c3)cn2)CC1,IC50,'=',55,nM,7.26,,,UO_0000065,15.19,0.29,3.27,6.97,0,CHEMBL3598610,Inhibition of human PAK1 kinase domain incubated for 120 mins using fluorescent 5-FAM-KPDRKKRYTVVGNPY-amide peptide substrate and ATP by caliper off-chip incubation mobility shift assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3596182,1,Scientific Literature,MedChemComm,2014,None,
CHEMBL3596913,,0,430.9,0,4.11,16,N#Cc1ccc(Cl)c(C(=O)c2c[nH]c3ncc(-c4cnn(C5CCNCC5)c4)cc23)c1,IC50,'=',650,nM,6.19,,,UO_0000065,14.36,0.27,2.08,6.23,0,CHEMBL3598610,Inhibition of human PAK1 kinase domain incubated for 120 mins using fluorescent 5-FAM-KPDRKKRYTVVGNPY-amide peptide substrate and ATP by caliper off-chip incubation mobility shift assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3596182,1,Scientific Literature,MedChemComm,2014,None,
CHEMBL3596905,,0,396.45,0,3.45,8,N#Cc1ccccc1C(=O)c1c[nH]c2ncc(-c3cnn(C4CCNCC4)c3)cc12,IC50,'=',740,nM,6.13,,,UO_0000065,15.46,0.28,2.68,6.17,0,CHEMBL3598610,Inhibition of human PAK1 kinase domain incubated for 120 mins using fluorescent 5-FAM-KPDRKKRYTVVGNPY-amide peptide substrate and ATP by caliper off-chip incubation mobility shift assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3596182,1,Scientific Literature,MedChemComm,2014,None,
CHEMBL3596899,,0,405.89,0,4.24,2,O=C(c1ccccc1Cl)c1c[nH]c2ncc(-c3cnn(C4CCNCC4)c3)cc12,IC50,'=',18,nM,7.75,,,UO_0000065,19.08,0.36,3.5,10.24,0,CHEMBL3598610,Inhibition of human PAK1 kinase domain incubated for 120 mins using fluorescent 5-FAM-KPDRKKRYTVVGNPY-amide peptide substrate and ATP by caliper off-chip incubation mobility shift assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3596182,1,Scientific Literature,MedChemComm,2014,None,
CHEMBL4552628,,0,425.89,0,3.66,27,Cc1sc(C(=O)N[C@@H]2[C@H](N)CCCC2(F)F)cc1-c1cnn2cc(Cl)cnc12,IC50,'=',2100,nM,5.68,,,UO_0000065,13.33,0.28,2.02,6.66,0,CHEMBL4479760,Inhibition of full-length recombinant human GST-tagged PAK1 expressed in baculovirus expression system by Z'-LYTE assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4477252,1,Scientific Literature,Bioorg Med Chem Lett,2016,None,
CHEMBL3596910,,0,477.57,1,5.16,13,O=C(c1ccc(COc2ccccc2)cc1)c1c[nH]c2ncc(-c3cnn(C4CCNCC4)c3)cc12,IC50,'=',84,nM,7.08,,,UO_0000065,14.82,0.27,1.92,8.34,0,CHEMBL3598610,Inhibition of human PAK1 kinase domain incubated for 120 mins using fluorescent 5-FAM-KPDRKKRYTVVGNPY-amide peptide substrate and ATP by caliper off-chip incubation mobility shift assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3596182,1,Scientific Literature,MedChemComm,2014,None,
CHEMBL3596903,,0,385.47,0,3.89,6,Cc1ccccc1C(=O)c1c[nH]c2ncc(-c3cnn(C4CCNCC4)c3)cc12,IC50,'=',63,nM,7.2,,,UO_0000065,18.68,0.34,3.31,9.52,0,CHEMBL3598610,Inhibition of human PAK1 kinase domain incubated for 120 mins using fluorescent 5-FAM-KPDRKKRYTVVGNPY-amide peptide substrate and ATP by caliper off-chip incubation mobility shift assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3596182,1,Scientific Literature,MedChemComm,2014,None,
CHEMBL2403080,,0,507.44,1,4.86,26,COc1cc(Nc2ncc(Br)c(-c3cccc(CC#N)c3)n2)ccc1N1CCN(C)[C@H](C)C1,IC50,'=',72,nM,7.14,,,UO_0000065,14.08,0.3,2.28,9.24,0,CHEMBL2404585,Inhibition of human recombinant PAK1 using MBP as substrate by scintillation counting analysis in presence of [gamma-32P]ATP,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2401639,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2013,None,
CHEMBL2403066,,0,434.93,0,4.06,12,CN1CCN(c2ccc(Nc3ncc(Cl)c(-c4cccc(CC#N)c4)n3)cc2O)CC1,IC50,'=',674,nM,6.17,,,UO_0000065,14.19,0.27,2.11,6.99,0,CHEMBL2404585,Inhibition of human recombinant PAK1 using MBP as substrate by scintillation counting analysis in presence of [gamma-32P]ATP,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2401639,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2013,None,
CHEMBL2403064,,0,466.97,0,4.26,10,COc1cc(Nc2ncc(Cl)c(-c3cccc(NC(C)=O)c3)n2)ccc1N1CCN(C)CC1,IC50,'=',4670,nM,5.33,,,UO_0000065,11.42,0.22,1.07,6.45,0,CHEMBL2404585,Inhibition of human recombinant PAK1 using MBP as substrate by scintillation counting analysis in presence of [gamma-32P]ATP,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2401639,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2013,None,
CHEMBL2403056,,0,466.95,0,4.51,2,COc1cc(Nc2ncc(Cl)c(-c3cc(F)cc(CC#N)c3)n2)ccc1N1CCN(C)CC1,IC50,'=',98,nM,7.01,,,UO_0000065,15.01,0.29,2.5,9.07,0,CHEMBL2404585,Inhibition of human recombinant PAK1 using MBP as substrate by scintillation counting analysis in presence of [gamma-32P]ATP,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2401639,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2013,None,
CHEMBL3769478,,0,506.99,1,3.48,13,CNc1ncc2cc(-c3ccc(-c4cccc(C)n4)cc3Cl)c(=O)n(C[C@H]3OC[C@H](NC)CO3)c2n1,IC50,'=',57,nM,7.24,,,UO_0000065,14.29,0.27,3.76,7.02,0,CHEMBL3772526,Inhibition of PAK1 in human EBC1 cells assessed as reduction in levels of MEK phosphorylation at S298 residue after 2 hrs by HTRF assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,EBC1,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3769359,1,Scientific Literature,ACS Med. Chem. Lett.,2015,None,
CHEMBL3950903,,0,622.74,2,5.18,17,CCS(=O)(=O)c1cc(Nc2ncc(F)c(N(Cc3ccccc3F)c3cc(CO)ccc3C)n2)ccc1N1CCN(C)CC1,IC50,'=',0.35,nM,9.46,,,UO_0000065,15.18,0.29,4.28,9.28,0,CHEMBL3865529,Inhibition of PAK1 (unknown origin) by ATP-kinaseGlo assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3864184,1,Scientific Literature,ACS Med Chem Lett,2016,None,
CHEMBL3964858,,0,554.69,1,3.92,14,CCS(=O)(=O)c1cc(Nc2ncc(F)c(N(C)c3cc(CO)c(C)cc3C)n2)ccc1N1C[C@@H]2C[C@H]1CN2C,IC50,'=',0.58,nM,9.24,,,UO_0000065,16.65,0.32,5.32,9.06,0,CHEMBL3865529,Inhibition of PAK1 (unknown origin) by ATP-kinaseGlo assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3864184,1,Scientific Literature,ACS Med Chem Lett,2016,None,
CHEMBL3924245,,0,528.65,1,3.47,11,CCS(=O)(=O)c1cc(Nc2ncc(F)c(N(C)c3cc(CO)ccc3C)n2)ccc1N1CCN(C)CC1,IC50,'=',2.1,nM,8.68,,,UO_0000065,16.41,0.32,5.21,8.52,0,CHEMBL3865529,Inhibition of PAK1 (unknown origin) by ATP-kinaseGlo assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3864184,1,Scientific Literature,ACS Med Chem Lett,2016,None,
CHEMBL3935195,,0,450.56,0,3.99,9,Cc1cc(C)c(N(C)c2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2F)cc1CO,IC50,'=',33,nM,7.48,,,UO_0000065,16.6,0.31,3.49,11.04,0,CHEMBL3865529,Inhibition of PAK1 (unknown origin) by ATP-kinaseGlo assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3864184,1,Scientific Literature,ACS Med Chem Lett,2016,None,
CHEMBL2403063,,0,453.93,0,4,9,COc1cc(Nc2ncc(Cl)c(-c3cccc(C(=O)O)c3)n2)ccc1N1CCN(C)CC1,IC50,'=',5210,nM,5.28,,,UO_0000065,11.64,0.23,1.28,5.82,0,CHEMBL2404585,Inhibition of human recombinant PAK1 using MBP as substrate by scintillation counting analysis in presence of [gamma-32P]ATP,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2401639,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2013,None,
CHEMBL3770909,,0,504.04,1,4.83,5,CCNc1ncc2cc(-c3ccc(-c4cncc(C)n4)cc3Cl)c(=O)n(C[C@H]3CC[C@H](N)CC3)c2n1,IC50,'=',124,nM,6.91,,,UO_0000065,13.7,0.26,2.08,6.19,0,CHEMBL3772526,Inhibition of PAK1 in human EBC1 cells assessed as reduction in levels of MEK phosphorylation at S298 residue after 2 hrs by HTRF assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,EBC1,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3769359,1,Scientific Literature,ACS Med. Chem. Lett.,2015,None,
CHEMBL3950903,,0,622.74,2,5.18,17,CCS(=O)(=O)c1cc(Nc2ncc(F)c(N(Cc3ccccc3F)c3cc(CO)ccc3C)n2)ccc1N1CCN(C)CC1,IC50,'=',130,nM,6.89,,,UO_0000065,11.06,0.21,1.71,6.76,0,CHEMBL3865530,Inhibition of PAK1 phosphorylation in human MCF10A cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MCF-10A,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3864184,1,Scientific Literature,ACS Med Chem Lett,2016,CHEMBL3307364,
CHEMBL3896232,,0,542.68,1,3.78,12,CCS(=O)(=O)c1cc(Nc2ncc(F)c(N(C)c3cc(CO)c(C)cc3C)n2)ccc1N1CCN(C)CC1,IC50,'=',200,nM,6.7,,,UO_0000065,12.34,0.24,2.92,6.57,0,CHEMBL3865530,Inhibition of PAK1 phosphorylation in human MCF10A cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MCF-10A,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3864184,1,Scientific Literature,ACS Med Chem Lett,2016,CHEMBL3307364,
CHEMBL3609327,,0,558.11,2,5.75,FRAX-597,CCn1c(=O)c(-c2ccc(-c3cncs3)cc2Cl)cc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,IC50,'=',88,nM,7.06,,,UO_0000065,12.64,0.25,1.31,8.91,0,CHEMBL3865530,Inhibition of PAK1 phosphorylation in human MCF10A cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,MCF-10A,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3864184,1,Scientific Literature,ACS Med Chem Lett,2016,CHEMBL3307364,
CHEMBL3884319,,0,386.45,0,4.24,33,CC1(C)C(=O)N([C@H]2CCc3c(O)cccc32)c2nc(Nc3ccccc3)ncc21,IC50,'=',10000,nM,5,,,UO_0000065,12.94,0.24,0.76,6.38,0,CHEMBL3876116,Inhibition of human recombinant full length GST-tagged PAK1 expressed in baculovirus expression system,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3875183,1,Scientific Literature,Bioorg Med Chem Lett,2017,None,
CHEMBL2312140,,0,448.96,0,4.37,1,COc1cc(Nc2ncc(Cl)c(-c3cccc(CC#N)c3)n2)ccc1N1CCN(C)CC1,IC50,'=',110,nM,6.96,,,UO_0000065,15.5,0.3,2.59,9,0,CHEMBL2404585,Inhibition of human recombinant PAK1 using MBP as substrate by scintillation counting analysis in presence of [gamma-32P]ATP,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2401639,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2013,None,
CHEMBL3580976,,0,408.9,0,4.38,31,CCN(Cc1ccc2[nH]cnc2c1Cl)c1nccc(Nc2cc(C3CC3)[nH]n2)n1,IC50,'=',85,nM,7.07,,,UO_0000065,17.29,0.33,2.69,7.18,0,CHEMBL3584418,Inhibition of PAK1 in human EBC1 cells assessed as inhibition of MEK phosphorylation at S298 after 2 hrs by HTRF assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,EBC1,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3580661,1,Scientific Literature,J. Med. Chem.,2015,None,
CHEMBL2403077,,0,462.99,0,4.76,23,COc1cc(Nc2ncc(Cl)c(-c3cccc(CC#N)c3)n2)ccc1N1CCN(C)C(C)C1,IC50,'=',126,nM,6.9,,,UO_0000065,14.9,0.29,2.14,8.92,0,CHEMBL2404585,Inhibition of human recombinant PAK1 using MBP as substrate by scintillation counting analysis in presence of [gamma-32P]ATP,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2401639,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2013,None,
CHEMBL3596909,,0,401.47,0,3.07,12,O=C(c1ccc(CO)cc1)c1c[nH]c2ncc(-c3cnn(C4CCNCC4)c3)cc12,IC50,'=',630,nM,6.2,,,UO_0000065,15.44,0.28,3.13,6.47,0,CHEMBL3598610,Inhibition of human PAK1 kinase domain incubated for 120 mins using fluorescent 5-FAM-KPDRKKRYTVVGNPY-amide peptide substrate and ATP by caliper off-chip incubation mobility shift assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3596182,1,Scientific Literature,MedChemComm,2014,None,
CHEMBL3596917,,0,448.91,0,3.33,20,NC(=O)c1ccc(C(=O)c2c[nH]c3ncc(-c4cnn(C5CCNCC5)c4)cc23)c(Cl)c1,IC50,'=',630,nM,6.2,,,UO_0000065,13.81,0.26,2.87,5.22,0,CHEMBL3598610,Inhibition of human PAK1 kinase domain incubated for 120 mins using fluorescent 5-FAM-KPDRKKRYTVVGNPY-amide peptide substrate and ATP by caliper off-chip incubation mobility shift assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3596182,1,Scientific Literature,MedChemComm,2014,None,
CHEMBL3596907,,0,405.89,0,4.24,10,O=C(c1cccc(Cl)c1)c1c[nH]c2ncc(-c3cnn(C4CCNCC4)c3)cc12,IC50,'=',2000,nM,5.7,,,UO_0000065,14.04,0.27,1.46,7.54,0,CHEMBL3598610,Inhibition of human PAK1 kinase domain incubated for 120 mins using fluorescent 5-FAM-KPDRKKRYTVVGNPY-amide peptide substrate and ATP by caliper off-chip incubation mobility shift assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3596182,1,Scientific Literature,MedChemComm,2014,None,
CHEMBL2403071,,0,443.94,0,4.23,17,CN1CCN(c2ccc(Nc3ncc(Cl)c(-c4cccc(CC#N)c4)n3)cc2C#N)CC1,IC50,'=',780,nM,6.11,,,UO_0000065,13.76,0.26,1.88,6.65,0,CHEMBL2404585,Inhibition of human recombinant PAK1 using MBP as substrate by scintillation counting analysis in presence of [gamma-32P]ATP,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2401639,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2013,None,
CHEMBL3609329,,0,358.85,0,3.89,5,CN1CCN(C2=Nc3cc(F)ccc3N(C)c3ccc(Cl)cc32)CC1,IC50,'=',1000,nM,6,,,UO_0000065,16.72,0.33,2.11,27.17,0,CHEMBL3610934,Inhibition of PAK1 (unknown origin) in presence of 1.5 uM of ATP,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3608218,1,Scientific Literature,ACS Med. Chem. Lett.,2015,None,
CHEMBL3609330,,0,372.88,0,4.28,11,CCN1c2ccc(F)cc2N=C(N2CCN(C)CC2)c2cc(Cl)ccc21,IC50,'=',323,nM,6.49,,,UO_0000065,17.41,0.34,2.21,29.4,0,CHEMBL3610932,Inhibition of wild type dephosphorylated form of PAK1 (249 to 545) (unknown origin) expressed in Escherichia coli using 5-Fluo-Ahx-AKRRRLSSLRA-COOH as substrate preincubated for 60 mins followed by substrate addition measured after 60 mins by Caliper assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3608218,1,Scientific Literature,ACS Med. Chem. Lett.,2015,None,
CHEMBL3609328,,0,328.37,0,3.35,1,CN1CCN(C2=Nc3cc(F)ccc3Nc3ccc(F)cc32)CC1,IC50,'=',12000,nM,4.92,,,UO_0000065,14.99,0.28,1.57,15.94,0,CHEMBL3610932,Inhibition of wild type dephosphorylated form of PAK1 (249 to 545) (unknown origin) expressed in Escherichia coli using 5-Fluo-Ahx-AKRRRLSSLRA-COOH as substrate preincubated for 60 mins followed by substrate addition measured after 60 mins by Caliper assay,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3608218,1,Scientific Literature,ACS Med. Chem. Lett.,2015,None,
CHEMBL3596932,,0,401.9,1,5.1,35,CN1CCc2ccc(-c3cnc4[nH]cc(C(=O)c5ccccc5Cl)c4c3)cc2C1,IC50,'=',4.5,nM,8.35,,,UO_0000065,20.77,0.39,3.25,17.04,0,CHEMBL3598610,Inhibition of human PAK1 kinase domain incubated for 120 mins using fluorescent 5-FAM-KPDRKKRYTVVGNPY-amide peptide substrate and ATP by caliper off-chip incubation mobility shift assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL4600,Serine/threonine-protein kinase PAK 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3596182,1,Scientific Literature,MedChemComm,2014,None,
